"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"learning-instructions","93","574800","0.0-3.0-13.0-7.0-0.1","spark_pilot_2","7336","7","13","Male","","","","","","","1737.7999999998137","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"revaluation","94","575828","0.0-3.0-13.0-8.0","spark_pilot_2","7336","7","13","Male","","false","","","","","[1025.0999999996275]","./assets/img/space/15.jpg","[""ArrowDown""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown","false","","","","","","","",""
"html-keyboard-response","95","576331","0.0-3.0-13.0-9.0","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","96","590241","0.0-3.0-13.0-10.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","2529.100000000093","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","97","591208","0.0-3.0-13.0-11.0-0.0","spark_pilot_2","7336","7","13","Male","","false","","","","","[964.5]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","98","591711","0.0-3.0-13.0-11.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","99","592383","0.0-3.0-13.0-11.0-0.1","spark_pilot_2","7336","7","13","Male","","false","","","","","[669.6999999997206]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","100","592891","0.0-3.0-13.0-11.0-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","101","599176","0.0-3.0-14.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","1703.7000000001863","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","102","607132","0.0-3.0-15.0-0.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","2365.4000000003725","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","103","615496","0.0-3.0-15.0-0.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","1833.3999999999069","<p> <b>Incorrect.</b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","104","621986","0.0-3.0-15.0-0.1-0.1","spark_pilot_2","7336","7","13","Male","","","","","","","933.2999999998137","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","105","630447","0.0-3.0-15.0-0.1-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","1804.0999999996275","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","106","638556","0.0-3.0-15.0-0.2-0.2","spark_pilot_2","7336","7","13","Male","","","","","","","993","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","107","645466","0.0-3.0-15.0-0.2-1.2","spark_pilot_2","7336","7","13","Male","","","","","","","1683.1999999997206","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","108","652613","0.0-3.0-15.0-0.3-0.3","spark_pilot_2","7336","7","13","Male","","","","","","","1299.8999999999069","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","109","660654","0.0-3.0-15.0-0.3-1.3","spark_pilot_2","7336","7","13","Male","","","","","","","1581.2000000001863","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","110","666913","0.0-3.0-15.0-0.4-0.4","spark_pilot_2","7336","7","13","Male","","","","","","","730.3999999999069","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","111","680083","0.0-3.0-15.0-0.4-1.4","spark_pilot_2","7336","7","13","Male","","","","","","","1940","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","112","691871","0.0-3.0-16.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","1928.1999999997206","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","113","695701","0.0-4.0-0.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","1058.1000000000931","<p> This time you are searching for treasure in the <b>canyon</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","114","714615","0.0-4.0-0.0-0.1","spark_pilot_2","7336","7","13","Male","","","","","","","1622.1000000000931","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","115","732970","0.0-4.0-1.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","3627.399999999907","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","116","739016","0.0-4.0-2.0-0.0","spark_pilot_2","7336","7","13","Male","","false","","","","","[1310.2000000001863,874.8999999999069]","./assets/img/canyon/memory/39.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","0","","",""
"html-keyboard-response","117","739540","0.0-4.0-2.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","118","745571","0.0-4.0-2.0-0.1","spark_pilot_2","7336","7","13","Male","","false","","","","","[642.2999999998137,795.1000000000931]","./assets/img/canyon/memory/14.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","2","","",""
"html-keyboard-response","119","746084","0.0-4.0-2.0-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","120","752111","0.0-4.0-2.0-0.2","spark_pilot_2","7336","7","13","Male","","false","","","","","[330.79999999981374,790.8999999999069]","./assets/img/canyon/memory/31.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","4","","",""
"html-keyboard-response","121","752631","0.0-4.0-2.0-1.2","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","122","756662","0.0-4.0-2.0-0.3","spark_pilot_2","7336","7","13","Male","","false","","","","","[696.3000000002794]","./assets/img/canyon/catch/5.jpg","[""ArrowUp""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp","true","","","original","1","6","","",""
"html-keyboard-response","123","757172","0.0-4.0-2.0-1.3","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","124","763192","0.0-4.0-2.0-0.4","spark_pilot_2","7336","7","13","Male","","false","","","","","[891.5,1095.7999999998137]","./assets/img/canyon/memory/27.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","8","","",""
"html-keyboard-response","125","763693","0.0-4.0-2.0-1.4","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","126","769698","0.0-4.0-2.0-0.5","spark_pilot_2","7336","7","13","Male","","false","","","","","[422.40000000037253,647.5]","./assets/img/canyon/memory/38.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","10","","",""
"html-keyboard-response","127","770199","0.0-4.0-2.0-1.5","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","128","776204","0.0-4.0-2.0-0.6","spark_pilot_2","7336","7","13","Male","","false","","","","","[884.8999999999069,481.70000000018626]","./assets/img/canyon/memory/39.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","12","","",""
"html-keyboard-response","129","776705","0.0-4.0-2.0-1.6","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","130","782710","0.0-4.0-2.0-0.7","spark_pilot_2","7336","7","13","Male","","false","","","","","[637,811.6999999997206]","./assets/img/canyon/memory/7.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","14","","",""
"html-keyboard-response","131","783212","0.0-4.0-2.0-1.7","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","132","787215","0.0-4.0-2.0-0.8","spark_pilot_2","7336","7","13","Male","","false","","","","","[759.8999999999069]","./assets/img/canyon/catch/1.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","original","1","16","","",""
"html-keyboard-response","133","787717","0.0-4.0-2.0-1.8","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","134","793723","0.0-4.0-2.0-0.9","spark_pilot_2","7336","7","13","Male","","false","","","","","[468.5,293]","./assets/img/canyon/memory/9.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","18","","",""
"html-keyboard-response","135","794224","0.0-4.0-2.0-1.9","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","136","800229","0.0-4.0-2.0-0.10","spark_pilot_2","7336","7","13","Male","","false","","","","","[726,322.5]","./assets/img/canyon/memory/29.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","20","","",""
"html-keyboard-response","137","800730","0.0-4.0-2.0-1.10","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
