"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","335","1550732","0.0-4.0-2.1-0.53","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[397,520]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","6","original","2",""
"html-keyboard-response","336","1551252","0.0-4.0-2.1-1.53","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","7","","",""
"revaluation","337","1557313","0.0-4.0-2.1-0.54","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[422,399]","./assets/img/ocean/memory/21.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","8","original","2",""
"html-keyboard-response","338","1557832","0.0-4.0-2.1-1.54","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","9","","",""
"revaluation","339","1563852","0.0-4.0-2.1-0.55","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[184,345]","./assets/img/ocean/memory/23.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","10","original","2",""
"html-keyboard-response","340","1564372","0.0-4.0-2.1-1.55","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","11","","",""
"revaluation","341","1570402","0.0-4.0-2.1-0.56","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[314,369]","./assets/img/ocean/memory/9.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","12","original","2",""
"html-keyboard-response","342","1570922","0.0-4.0-2.1-1.56","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","13","","",""
"revaluation","343","1577082","0.0-4.0-2.1-0.57","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[615,732]","./assets/img/ocean/memory/10.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","14","original","2",""
"html-keyboard-response","344","1577602","0.0-4.0-2.1-1.57","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","15","","",""
"revaluation","345","1583642","0.0-4.0-2.1-0.58","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[390,558]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","16","original","2",""
"html-keyboard-response","346","1584161","0.0-4.0-2.1-1.58","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","17","","",""
"revaluation","347","1590202","0.0-4.0-2.1-0.59","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[411,526]","./assets/img/ocean/memory/24.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","18","original","2",""
"html-keyboard-response","348","1590722","0.0-4.0-2.1-1.59","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","19","","",""
"revaluation","349","1596761","0.0-4.0-2.1-0.60","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[329,316]","./assets/img/ocean/memory/0.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","20","original","2",""
"html-keyboard-response","350","1597281","0.0-4.0-2.1-1.60","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","21","","",""
"revaluation","351","1603302","0.0-4.0-2.1-0.61","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[352,435]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","22","original","2",""
"html-keyboard-response","352","1603821","0.0-4.0-2.1-1.61","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","23","","",""
"revaluation","353","1609841","0.0-4.0-2.1-0.62","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[429,422]","./assets/img/ocean/memory/18.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","24","original","2",""
"html-keyboard-response","354","1610362","0.0-4.0-2.1-1.62","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","25","","",""
"revaluation","355","1616421","0.0-4.0-2.1-0.63","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[401,474]","./assets/img/ocean/memory/2.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","26","original","2",""
"html-keyboard-response","356","1616941","0.0-4.0-2.1-1.63","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","27","","",""
"revaluation","357","1620982","0.0-4.0-2.1-0.64","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[410]","./assets/img/ocean/catch/2.jpg","[""ArrowUp""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp","true","","","","","","","28","original","2",""
"html-keyboard-response","358","1621501","0.0-4.0-2.1-1.64","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","29","","",""
"revaluation","359","1627522","0.0-4.0-2.1-0.65","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[409,482]","./assets/img/ocean/memory/22.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","30","original","2",""
"html-keyboard-response","360","1628041","0.0-4.0-2.1-1.65","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","31","","",""
"revaluation","361","1634081","0.0-4.0-2.1-0.66","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1073,431]","./assets/img/ocean/memory/21.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","32","original","2",""
"html-keyboard-response","362","1634601","0.0-4.0-2.1-1.66","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","33","","",""
"revaluation","363","1640621","0.0-4.0-2.1-0.67","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[853,495]","./assets/img/ocean/memory/1.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","34","original","2",""
"html-keyboard-response","364","1641141","0.0-4.0-2.1-1.67","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","35","","",""
"revaluation","365","1647182","0.0-4.0-2.1-0.68","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1065,750]","./assets/img/ocean/memory/20.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","36","original","2",""
"html-keyboard-response","366","1647698","0.0-4.0-2.1-1.68","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","37","","",""
"revaluation","367","1653721","0.0-4.0-2.1-0.69","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[653,610]","./assets/img/ocean/memory/19.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","38","original","2",""
"html-keyboard-response","368","1654241","0.0-4.0-2.1-1.69","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","39","","",""
"revaluation","369","1660300","0.0-4.0-2.1-0.70","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[918,702]","./assets/img/ocean/memory/10.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","40","original","2",""
"html-keyboard-response","370","1660821","0.0-4.0-2.1-1.70","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","41","","",""
"revaluation","371","1666861","0.0-4.0-2.1-0.71","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[632,582]","./assets/img/ocean/memory/2.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","42","original","2",""
"html-keyboard-response","372","1667380","0.0-4.0-2.1-1.71","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","43","","",""
"revaluation","373","1673421","0.0-4.0-2.1-0.72","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[924,546]","./assets/img/ocean/memory/24.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","44","original","2",""
"html-keyboard-response","374","1673940","0.0-4.0-2.1-1.72","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","45","","",""
"revaluation","375","1680180","0.0-4.0-2.1-0.73","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[677,577]","./assets/img/ocean/memory/28.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","46","original","2",""
"html-keyboard-response","376","1680700","0.0-4.0-2.1-1.73","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","47","","",""
"revaluation","377","1686740","0.0-4.0-2.1-0.74","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[716,527]","./assets/img/ocean/memory/9.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","48","original","2",""
"html-keyboard-response","378","1687260","0.0-4.0-2.1-1.74","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","49","","",""
"revaluation","379","1691300","0.0-4.0-2.1-0.75","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[684]","./assets/img/ocean/catch/3.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","50","original","2",""
"html-keyboard-response","380","1691820","0.0-4.0-2.1-1.75","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","51","","",""
"revaluation","381","1697861","0.0-4.0-2.1-0.76","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[926,508]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","52","original","2",""
"html-keyboard-response","382","1698380","0.0-4.0-2.1-1.76","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","53","","",""
"revaluation","383","1702400","0.0-4.0-2.1-0.77","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[677]","./assets/img/ocean/catch/7.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","54","original","2",""
"html-keyboard-response","384","1702920","0.0-4.0-2.1-1.77","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","55","","",""
"revaluation","385","1708970","0.0-4.0-2.1-0.78","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[528,570]","./assets/img/ocean/memory/18.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","56","original","2",""
"html-keyboard-response","386","1709490","0.0-4.0-2.1-1.78","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","57","","",""
"revaluation","387","1715498","0.0-4.0-2.1-0.79","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[538,499]","./assets/img/ocean/memory/17.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","58","original","2",""
"html-keyboard-response","388","1716018","0.0-4.0-2.1-1.79","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","59","","",""
"revaluation","389","1722040","0.0-4.0-2.1-0.80","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[560,528]","./assets/img/ocean/memory/5.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","60","original","2",""
"html-keyboard-response","390","1722560","0.0-4.0-2.1-1.80","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","61","","",""
"revaluation","391","1728580","0.0-4.0-2.1-0.81","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[516,465]","./assets/img/ocean/memory/7.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","62","original","2",""
"html-keyboard-response","392","1729099","0.0-4.0-2.1-1.81","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","63","","",""
"revaluation","393","1733140","0.0-4.0-2.1-0.82","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[657]","./assets/img/ocean/catch/0.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","64","original","2",""
"html-keyboard-response","394","1733660","0.0-4.0-2.1-1.82","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","65","","",""
"revaluation","395","1739700","0.0-4.0-2.1-0.83","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[513,460]","./assets/img/ocean/memory/28.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","66","original","2",""
"html-keyboard-response","396","1740210","0.0-4.0-2.1-1.83","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","67","","",""
"revaluation","397","1746270","0.0-4.0-2.1-0.84","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[597,527]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","68","original","2",""
"html-keyboard-response","398","1746789","0.0-4.0-2.1-1.84","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","69","","",""
"revaluation","399","1752819","0.0-4.0-2.1-0.85","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[745,480]","./assets/img/ocean/memory/0.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","70","original","2",""
"html-keyboard-response","400","1753339","0.0-4.0-2.1-1.85","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","71","","",""
"revaluation","401","1759380","0.0-4.0-2.1-0.86","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[525,504]","./assets/img/ocean/memory/5.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","72","original","2",""
"html-keyboard-response","402","1759899","0.0-4.0-2.1-1.86","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","73","","",""
"revaluation","403","1763919","0.0-4.0-2.1-0.87","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[684]","./assets/img/ocean/catch/1.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","74","original","2",""
"html-keyboard-response","404","1764440","0.0-4.0-2.1-1.87","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","75","","",""
"revaluation","405","1770470","0.0-4.0-2.1-0.88","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[597,497]","./assets/img/ocean/memory/3.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","76","original","2",""
"html-keyboard-response","406","1770989","0.0-4.0-2.1-1.88","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","77","","",""
"revaluation","407","1777039","0.0-4.0-2.1-0.89","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[517,813]","./assets/img/ocean/memory/17.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","78","original","2",""
"html-keyboard-response","408","1777557","0.0-4.0-2.1-1.89","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","79","","",""
"revaluation","409","1783580","0.0-4.0-2.1-0.90","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[496,579]","./assets/img/ocean/memory/22.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","80","original","2",""
"html-keyboard-response","410","1784100","0.0-4.0-2.1-1.90","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","81","","",""
"revaluation","411","1790139","0.0-4.0-2.1-0.91","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[688,507]","./assets/img/ocean/memory/7.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","82","original","2",""
"html-keyboard-response","412","1790659","0.0-4.0-2.1-1.91","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","83","","",""
"revaluation","413","1796679","0.0-4.0-2.1-0.92","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[539,577]","./assets/img/ocean/memory/16.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","84","original","2",""
